step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
14,CASH_IN,694804.43,C1831974928,9711150.46,10405954.88,C308484865,1518234.94,1238287.52,0,0
15,CASH_IN,2530.81,C494257842,7117648.33,7120179.13,C2047833866,2969297.28,3026579.93,0,0
15,CASH_OUT,10980.99,C1048331953,16032.0,5051.01,C2093777729,346728.3,416843.68,0,0
15,CASH_IN,32902.63,C1105435526,7893764.11,7926666.74,C1684679076,297200.22,397947.19,0,0
15,CASH_IN,53230.73,C938400829,895081.62,948312.35,C360966517,7015146.49,6961915.77,0,0
15,CASH_OUT,81672.99,C501090167,0.0,0.0,C384887832,2442384.1,2573505.43,0,0
15,CASH_OUT,147373.98,C1406045827,33207.0,0.0,C455692417,35593.7,182967.68,0,0
15,CASH_OUT,205266.2,C99376351,3686.0,0.0,C208630649,11232157.78,11437423.98,0,0
15,CASH_IN,218712.67,C1633140448,36559.0,255271.67,C794873386,3768884.54,3550171.87,0,0
15,CASH_OUT,314354.55,C567920376,70243.0,0.0,C1807010813,0.0,312521.63,0,0
15,CASH_IN,342692.32,C630750356,10486.0,353178.32,C1534705238,0.0,0.0,0,0
15,CASH_OUT,710092.27,C1725934011,0.0,0.0,C2004450760,207111.72,645292.81,0,0
16,PAYMENT,363.12,C2094421184,740530.27,740167.15,M1762969862,0.0,0.0,0,0
16,PAYMENT,1226.22,C1670907554,239716.43,238490.21,M1561042520,0.0,0.0,0,0
16,CASH_OUT,13382.68,C1036520392,0.0,0.0,C1944693763,473907.47,604567.47,0,0
16,PAYMENT,13682.0,C1058584165,9583.07,0.0,M1882416163,0.0,0.0,0,0
16,PAYMENT,19539.84,C637015951,10445.0,0.0,M1028898573,0.0,0.0,0,0
16,PAYMENT,19763.79,C315620595,92969.0,73205.21,M345654706,0.0,0.0,0,0
16,CASH_IN,23537.6,C1243995963,2715690.67,2739228.27,C196583373,336249.79,312712.19,0,0
16,CASH_IN,49894.1,C97701865,7037385.94,7087280.04,C2055616959,2230091.85,2180197.75,0,0
16,CASH_IN,94074.7,C733728584,1109593.49,1203668.19,C2038430647,794919.86,700845.15,0,0
16,CASH_IN,96067.45,C1233635498,1646219.8,1742287.24,C1667842955,130578.67,443125.3,0,0
16,CASH_OUT,119786.07,C2140528983,0.0,0.0,C2349554,2068496.09,2188282.16,0,0
16,CASH_OUT,200837.04,C1154604861,41471.0,0.0,C829224144,41705.0,242542.04,0,0
16,CASH_OUT,239786.11,C553116899,789.0,0.0,C1609684527,729735.95,969522.06,0,0
16,CASH_OUT,324912.46,C425862415,0.0,0.0,C1994700256,4133547.59,4458460.05,0,0
16,CASH_OUT,325521.94,C391210821,0.0,0.0,C840394202,616541.63,853313.17,0,0
16,CASH_OUT,341986.68,C1603168738,0.0,0.0,C1569736723,810210.16,1525083.7,0,0
16,CASH_OUT,456049.9,C619016184,101024.0,0.0,C1194834028,176908.45,632958.35,0,0
16,CASH_IN,488423.21,C641285611,6867475.1,7355898.31,C1244839062,1360062.57,887756.45,0,0
17,PAYMENT,3842.48,C1268829282,20043.0,16200.52,M509511895,0.0,0.0,0,0
17,PAYMENT,4870.04,C949718281,16007.78,11137.74,M917031914,0.0,0.0,0,0
17,PAYMENT,5882.66,C1090657947,698.0,0.0,M1280196534,0.0,0.0,0,0
17,PAYMENT,9481.91,C709940546,0.0,0.0,M2107306221,0.0,0.0,0,0
17,CASH_IN,10876.28,C1482062861,8329690.61,8340566.89,C1656857487,63206.07,52329.79,0,0
17,PAYMENT,15283.58,C1036371850,50902.43,35618.85,M1829267831,0.0,0.0,0,0
17,PAYMENT,16708.13,C1451461351,0.0,0.0,M540708134,0.0,0.0,0,0
17,PAYMENT,17339.53,C1801118794,100889.0,83549.47,M1266509073,0.0,0.0,0,0
17,PAYMENT,18361.13,C987835991,93849.15,75488.02,M1227509570,0.0,0.0,0,0
17,PAYMENT,20797.16,C1914597256,0.0,0.0,M1035101072,0.0,0.0,0,0
17,PAYMENT,43687.34,C2008254053,64845.2,21157.86,M1216804789,0.0,0.0,0,0
17,PAYMENT,54860.63,C1084623990,0.0,0.0,M590277479,0.0,0.0,0,0
17,CASH_OUT,69739.67,C891641649,0.0,0.0,C442527023,91140.29,160879.96,0,0
17,CASH_OUT,85180.51,C1263273010,0.0,0.0,C1224081716,439358.55,783681.46,0,0
17,CASH_OUT,129944.73,C1910367307,0.0,0.0,C426416592,11998713.83,12128658.56,0,0
17,CASH_OUT,146937.29,C705051064,106986.0,0.0,C1067209571,880516.25,1027453.54,0,0
17,CASH_IN,185967.89,C1238396228,2570662.09,2756629.97,C1929531778,1138768.96,952801.08,0,0
17,CASH_OUT,211226.92,C395615978,40635.0,0.0,C677216061,0.0,211226.92,0,0
17,CASH_OUT,222289.59,C250883943,22343.0,0.0,C1118332985,0.0,222289.59,0,0
17,CASH_IN,321353.91,C827840721,140316.0,461669.91,C681790207,0.0,0.0,0,0
17,CASH_OUT,462668.1,C1222385491,0.0,0.0,C453211571,11899495.58,12362163.68,0,0
18,CASH_OUT,1386.94,C844618841,118562.0,117175.06,C564321188,376627.34,378014.28,0,0
18,PAYMENT,1483.71,C2073991298,0.0,0.0,M2043992833,0.0,0.0,0,0
18,PAYMENT,2647.99,C1021828285,811672.77,809024.78,M1586414359,0.0,0.0,0,0
18,CASH_OUT,8818.76,C2040515717,100686.6,91867.84,C622041326,17065.0,25883.76,0,0
18,CASH_OUT,15875.28,C1470628601,0.0,0.0,C1420498381,359734.88,0.0,0,0
18,PAYMENT,19333.58,C858272860,120427.0,101093.42,M1818912596,0.0,0.0,0,0
18,CASH_OUT,19358.73,C1170457575,0.0,0.0,C1422727866,537629.53,556988.26,0,0
18,PAYMENT,21818.12,C1908563230,0.0,0.0,M1586406948,0.0,0.0,0,0
18,CASH_OUT,27189.47,C2090245061,0.0,0.0,C1090333823,1541372.8,1568562.27,0,0
18,CASH_OUT,34749.34,C283919359,56772.0,22022.66,C783408770,0.0,34749.34,0,0
18,TRANSFER,35902.8,C1614007507,0.0,0.0,C1532927205,337143.87,373046.67,0,0
18,CASH_IN,50999.52,C696934149,50973.0,101972.52,C1797045691,0.0,0.0,0,0
18,CASH_OUT,57312.01,C1503102474,249987.92,192675.92,C830904200,3306562.57,3363874.58,0,0
18,CASH_IN,64877.93,C957617773,71674.0,136551.93,C2105578880,0.0,0.0,0,0
18,CASH_OUT,65210.83,C126173056,0.0,0.0,C1035275986,306725.24,1070267.81,0,0
18,CASH_IN,68665.93,C2126971661,8171033.95,8239699.88,C627509762,812274.7,743608.77,0,0
18,CASH_IN,103869.01,C1632423841,55178.0,159047.01,C47345430,777876.79,612170.31,0,0
18,CASH_OUT,130995.67,C868342813,22168.0,0.0,C14376585,9897108.9,10028104.57,0,0
18,CASH_OUT,152648.42,C1386624618,39007.06,0.0,C1208032448,618585.38,1195271.31,0,0
18,CASH_OUT,172838.06,C678820764,358010.0,185171.94,C1994908118,3019.17,175857.23,0,0
18,CASH_OUT,175863.85,C616881371,729144.9,553281.06,C1129235717,1643276.61,1819140.46,0,0
18,CASH_OUT,181714.68,C1700200409,31037.0,0.0,C2003348009,0.0,65594.74,0,0
18,CASH_OUT,183705.12,C1812040970,0.0,0.0,C1083108488,4396923.57,4580628.69,0,0
18,CASH_IN,199775.3,C719361731,1702112.71,1901888.01,C1845441367,771846.75,572071.45,0,0
19,PAYMENT,6320.1,C2069940905,769754.42,763434.32,M242440068,0.0,0.0,0,0
19,PAYMENT,12025.48,C754656244,41888.31,29862.84,M1624765958,0.0,0.0,0,0
19,PAYMENT,19875.8,C1942521018,19492.0,0.0,M1724034356,0.0,0.0,0,0
19,CASH_IN,37228.76,C709048855,276.0,37504.76,C1486676913,1252071.86,1214843.1,0,0
19,CASH_IN,76583.07,C879839384,12424.0,89007.07,C1512364383,802606.63,726023.56,0,0
19,CASH_OUT,81357.92,C1324925404,2672.0,0.0,C199299242,347827.94,429185.86,0,0
19,CASH_OUT,95776.81,C373862821,0.0,0.0,C1651432416,6137559.01,6627228.34,0,0
19,CASH_OUT,112960.15,C1894242923,0.0,0.0,C1883201664,745526.21,858486.36,0,0
19,CASH_OUT,119149.77,C600770576,0.0,0.0,C842931360,830916.04,950065.82,0,0
19,CASH_OUT,162196.59,C1653983778,10316.0,0.0,C979109692,24902.0,187098.59,0,0
19,CASH_OUT,205163.84,C265143874,0.0,0.0,C736346327,268389.1,698798.95,0,0
19,CASH_IN,258419.02,C721543608,3390613.72,3649032.74,C210968543,334241.07,0.0,0,0
19,TRANSFER,393431.74,C1965279160,0.0,0.0,C1957949875,510941.57,893016.89,0,0
19,CASH_OUT,397034.91,C53453699,0.0,0.0,C437747500,2682860.19,3079895.1,0,0
19,TRANSFER,500698.98,C966800981,316628.0,0.0,C133879537,19859.0,0.0,0,0
20,PAYMENT,1909.08,C1726433074,178409.8,176500.73,M990223561,0.0,0.0,0,0
20,PAYMENT,4466.85,C606523389,1722.1,0.0,M552931253,0.0,0.0,0,0
20,PAYMENT,5095.08,C1148526435,5477.0,381.92,M1192042803,0.0,0.0,0,0
20,PAYMENT,11820.38,C2081756956,23328.0,11507.62,M1779400527,0.0,0.0,0,0
20,PAYMENT,13642.72,C852702943,15982.0,2339.28,M563257493,0.0,0.0,0,0
20,CASH_OUT,31072.85,C769698557,100560.0,69487.15,C1993162562,54767.18,134024.02,0,0
20,CASH_OUT,49735.59,C977292511,30516.0,0.0,C1372234884,10061193.93,10110929.52,0,0
20,CASH_OUT,62081.9,C818317462,0.0,0.0,C886888353,1381502.24,1443584.14,0,0
20,CASH_IN,72825.52,C1470708006,167495.0,240320.52,C985702370,4115498.4,3992449.65,0,0
20,CASH_IN,89068.41,C1718185508,14740.0,103808.41,C1765616902,2990615.54,2901547.13,0,0
20,CASH_IN,121599.49,C1586733239,2974.0,124573.49,C550539481,354458.65,232859.16,0,0
20,TRANSFER,151085.59,C275558369,16131.0,0.0,C1827691005,0.0,151085.59,0,0
20,TRANSFER,453595.03,C2060837063,0.0,0.0,C957639902,680669.24,1134264.27,0,0
20,TRANSFER,985533.53,C282282823,76414.0,0.0,C1878271350,16274.81,1001808.35,0,0
21,PAYMENT,600.89,C1603743252,101562.0,100961.11,M1248070711,0.0,0.0,0,0
21,PAYMENT,7681.54,C1913951565,107424.0,99742.46,M152438739,0.0,0.0,0,0
21,CASH_IN,60494.1,C1013881156,1290.0,61784.1,C1269216960,0.0,0.0,0,0
21,CASH_OUT,193646.85,C1308872720,0.0,0.0,C450391449,1584289.82,1777936.67,0,0
21,CASH_IN,275515.81,C166492640,1831216.6,2106732.41,C771123503,4331509.93,4055994.13,0,0
21,TRANSFER,568752.9,C1326350909,401.0,0.0,C299098627,0.0,568752.9,0,0
22,PAYMENT,1991.07,C1596066451,0.0,0.0,M659331871,0.0,0.0,0,0
22,PAYMENT,12877.22,C1058406915,740280.0,727402.78,M1685735358,0.0,0.0,0,0
22,PAYMENT,19181.33,C129136414,52975.62,33794.29,M1887635385,0.0,0.0,0,0
22,PAYMENT,19824.82,C1001937346,392957.0,373132.18,M823876938,0.0,0.0,0,0
22,PAYMENT,22323.63,C1109883695,4038.0,0.0,M492557503,0.0,0.0,0,0
23,CASH_IN,102.88,C1385771063,84063.0,84165.88,C2143065085,173627.85,173524.97,0,0
25,PAYMENT,8574.67,C2144827763,1487.0,0.0,M439459830,0.0,0.0,0,0
25,TRANSFER,938309.28,C671192225,3205.0,0.0,C672923509,125481.47,1063790.75,0,0
33,PAYMENT,349.91,C1729381947,102155.0,101805.09,M651139778,0.0,0.0,0,0
33,PAYMENT,1506.43,C759695088,10001.0,8494.57,M2137395139,0.0,0.0,0,0
33,PAYMENT,11290.06,C1154661403,36051.0,24760.94,M1242381686,0.0,0.0,0,0
33,CASH_IN,12435.31,C1160129504,2027041.08,2039476.38,C754244871,16012544.06,16000108.75,0,0
33,CASH_OUT,53318.11,C1263773571,0.0,0.0,C588269406,412943.33,466261.44,0,0
33,CASH_OUT,98828.83,C2002006702,0.0,0.0,C1942118903,324067.82,422896.65,0,0
33,CASH_OUT,199147.19,C1505883792,0.0,0.0,C1963312521,583195.96,782343.15,0,0
33,CASH_OUT,283431.2,C2012530411,0.0,0.0,C1184286050,2429401.59,2537184.13,0,0
33,CASH_OUT,340255.79,C1405076522,181795.06,0.0,C1106170428,490950.65,831206.44,0,0
34,PAYMENT,3095.63,C2142202301,0.0,0.0,M1068179546,0.0,0.0,0,0
34,CASH_OUT,4740.25,C567587096,0.0,0.0,C9874612,486820.52,301703.03,0,0
34,CASH_IN,12852.2,C347328249,6490114.07,6502966.27,C2055421863,271434.02,267302.44,0,0
34,PAYMENT,20854.71,C1740195173,2146.0,0.0,M1374192366,0.0,0.0,0,0
34,CASH_OUT,22800.41,C352486546,0.0,0.0,C1114929268,525173.79,547974.2,0,0
34,PAYMENT,30666.05,C1284241396,0.0,0.0,M423433106,0.0,0.0,0,0
34,CASH_OUT,120302.83,C656605613,2175.0,0.0,C1605725149,119477.29,239780.12,0,0
34,CASH_OUT,212688.47,C1848805581,1527.0,0.0,C915956335,0.0,97789.33,0,0
34,CASH_OUT,407386.32,C1548788425,25328.0,0.0,C1596062467,842600.2,1249986.52,0,0
35,PAYMENT,1861.37,C129696478,0.0,0.0,M843072740,0.0,0.0,0,0
35,PAYMENT,17303.96,C356970118,374.0,0.0,M1737005833,0.0,0.0,0,0
35,CASH_OUT,21391.53,C1009250621,42287.0,20895.47,C72220099,0.0,21391.53,0,0
35,CASH_OUT,75381.87,C104682725,0.0,0.0,C1778875325,1650957.08,1726338.95,0,0
35,CASH_IN,98374.57,C220477568,6734721.93,6833096.5,C1671616840,28156277.4,28057902.84,0,0
35,CASH_OUT,214386.11,C1495316160,0.0,0.0,C1664569224,464022.52,678408.63,0,0
35,CASH_IN,249576.69,C277520063,632.0,250208.69,C1521668510,40401.56,0.0,0,0
35,CASH_OUT,257633.65,C26863670,15484.0,0.0,C532157012,1100864.85,1358498.5,0,0
35,CASH_OUT,379958.26,C438683672,562.0,0.0,C17756959,549981.32,929939.57,0,0
35,CASH_OUT,605075.99,C1727928357,0.0,0.0,C2012612648,2054468.78,2659544.77,0,0
35,TRANSFER,1669851.85,C372055146,0.0,0.0,C1660526430,4425021.37,6094873.22,0,0
36,PAYMENT,31.8,C1148009054,0.0,0.0,M1422766758,0.0,0.0,0,0
36,CASH_IN,3464.31,C799978076,5668584.64,5672048.95,C1128735639,12927.65,386167.99,0,0
36,PAYMENT,8276.66,C1493971488,0.0,0.0,M1851614006,0.0,0.0,0,0
36,CASH_OUT,8718.11,C1774249032,0.0,0.0,C600286160,148557.67,157275.77,0,0
36,PAYMENT,18047.33,C1579483096,4477.94,0.0,M249282079,0.0,0.0,0,0
36,PAYMENT,39829.32,C192207746,60934.0,21104.68,M610884634,0.0,0.0,0,0
36,CASH_OUT,71378.05,C987460374,0.0,0.0,C2038887228,734745.59,806123.64,0,0
36,CASH_OUT,97171.69,C1486561186,0.0,0.0,C1061166911,1457354.78,1630355.49,0,0
36,CASH_OUT,168134.95,C1237450345,0.0,0.0,C977895157,2262001.08,2430136.03,0,0
36,CASH_IN,204111.9,C1057317917,3596469.29,3800581.18,C826231848,670510.4,466398.5,0,0
36,CASH_OUT,270566.57,C300451543,6494.0,0.0,C35275622,0.0,586645.37,0,0
36,CASH_OUT,320205.6,C1767542468,0.0,0.0,C1535007005,623617.34,1130032.26,0,0
36,CASH_OUT,393962.59,C1493167568,0.0,0.0,C784681106,579650.99,973613.58,0,0
36,TRANSFER,555624.58,C1618863822,147.0,0.0,C1293851519,164.23,693416.92,0,0
37,CASH_IN,24604.81,C699067321,637.0,25241.81,C645737730,205112.39,180507.59,0,0
37,CASH_OUT,49194.93,C1983097959,20683.0,0.0,C1930409721,942001.33,991196.27,0,0
37,CASH_OUT,51265.97,C305510989,0.0,0.0,C995184274,87767.73,139033.7,0,0
37,PAYMENT,52581.29,C640927493,9389.0,0.0,M138736111,0.0,0.0,0,0
37,CASH_IN,75707.77,C978097246,6564342.38,6640050.16,C1266221621,181956.35,106248.58,0,0
37,CASH_OUT,112562.54,C1407934575,30133.0,0.0,C1243859034,0.0,0.0,0,0
37,CASH_OUT,208872.72,C1016708170,132.0,0.0,C720405045,96930.59,305803.31,0,0
37,CASH_IN,221420.51,C1752136098,6648016.21,6869436.72,C1638895667,1042561.5,821141.0,0,0
37,CASH_IN,294938.98,C950802969,12348.0,307286.98,C1680148953,0.0,0.0,0,0
37,CASH_IN,346564.98,C430515219,3216395.56,3562960.54,C500748064,539511.64,294705.74,0,0
37,CASH_IN,624723.54,C48767001,82815.0,707538.54,C1708458655,221351.15,0.0,0,0
38,PAYMENT,4709.36,C353751289,0.0,0.0,M1971068503,0.0,0.0,0,0
38,PAYMENT,5465.35,C1987801451,11635.0,6169.65,M396417742,0.0,0.0,0,0
38,PAYMENT,10079.42,C1894376391,253737.57,243658.14,M779391175,0.0,0.0,0,0
38,PAYMENT,13119.97,C1502174698,15326.0,2206.03,M1198426298,0.0,0.0,0,0
38,PAYMENT,16485.97,C2139368373,20859.0,4373.03,M1765485309,0.0,0.0,0,0
38,CASH_OUT,39108.07,C1229108245,0.0,0.0,C986189638,2484800.84,2523908.91,0,0
